Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
epoch: 0
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(3.5855, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7621, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6030, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5483, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2403, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.3440, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9879, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7785, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8026, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1049, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9130, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5444, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1204, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2189, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4603, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2490, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7700, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5091, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5769, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5630, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7173, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3799, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8830, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3540, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5893, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4447, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5945, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0692, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6949, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1276, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5776, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4209, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1074, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0889, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5237, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3082, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.5656, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8822, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9542, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5857, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3517, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7600, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7639, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9287, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3096, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7300, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7316, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3213, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0816, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2313, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3324, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4228, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6478, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4892, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7258, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9084, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0543, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8518, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5687, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6536, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3614, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8810, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3760, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3181, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6812, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5865, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1409, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5789, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2683, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8968, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2889, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2121, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0538, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0857, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9763, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7801, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8292, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3531, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4286, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9166, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1335, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7098, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2173, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6372, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7707, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0962, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8588, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0901, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2168, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1703, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0536, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0299, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.3848, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5169, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6572, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4676, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1951, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.3343, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6344, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5553, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7385, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0449, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2605, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6830, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0514, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0541, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4123, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4171, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1133, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9286, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3870, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.4744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8330, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9877, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2686, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8257, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1552, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0032, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4691, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9055, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3114, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.4457, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3222, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5025, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3400, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9912, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9294, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9574, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8724, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5310, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7590, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7378, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5811, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6099, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8155, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0560, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5633, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7925, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5989, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8870, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2064, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5171, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1508, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4642, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3594, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8010, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0441, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3798, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6288, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1092, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4027, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6210, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8475, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2403, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0329, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1575, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6230, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0856, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4854, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9617, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9230, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3914, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4166, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7597, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2087, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6749, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4396, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3625, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9998, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0527, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8958, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2010, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8572, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8139, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2931, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1756, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1536, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4537, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8859, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0012, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0554, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1925, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6994, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8556, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9483, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6023, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1721, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3776, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3890, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9590, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7477, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1969, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7825, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6143, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8913, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8600, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5479, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2220, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2555, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0789, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0732, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2959, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5782, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2928, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2848, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1186, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8898, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6839, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8325, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1424, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3117, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4160, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6968, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2495, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6667, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5999, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4622, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0754, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2315, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9025, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3207, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7360, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5652, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0486, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3933, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1948, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7849, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0523, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4856, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8997, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9035, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6353, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1773, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7053, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2386, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4769, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9665, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4683, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2531, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2107, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7281, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8996, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7103, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7095, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1270, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5278, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7275, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2169, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1480, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8004, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8862, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9890, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9037, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2676, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9210, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0338, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4270, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7731, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1822, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7957, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8433, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9640, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4082, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6986, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9501, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9419, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2901, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4419, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5782, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4859, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9576, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7439, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4455, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1904, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9568, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8123, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0422, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9808, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9331, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5250, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4935, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5961, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2363, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0989, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0347, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1003, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2812, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3007, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4615, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8434, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1115, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1722, device='cuda:0', grad_fn=<NllLossBackward0>)
9004.760836601257
epoch: 4
tensor(5.5732, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6676, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0267, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0281, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3819, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6049, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9294, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3364, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8417, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4823, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.4795, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7668, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7183, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0390, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2795, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2367, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0422, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9739, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3343, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3619, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7653, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1486, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7442, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0924, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9745, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3695, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7352, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2435, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4487, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5789, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0776, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3599, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8592, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4317, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6327, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6501, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5460, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.2808, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6683, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2721, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4936, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3723, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4357, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9544, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.5155, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0865, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1894, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9638, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5778, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8020, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1199, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0681, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7641, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7138, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1438, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1434, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7315, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8298, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2444, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6228, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2488, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4063, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7247, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2148, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8120, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5310, device='cuda:0', grad_fn=<NllLossBackward0>)
